时间t(s),路程s(m),速度v(m/s),加速度a(m/s^2),加加速度A(m/s^3)
0.0,0.0,0.0,0.0,0
0.003278773157315732,7.047479376419222e-07,0.0002149640690790856,0.0655689056,20
0.006557546314631464,2.818991750567689e-06,0.0006448922072372569,0.1311378112,20
0.009836319471947196,7.047479376419223e-06,0.0012897844144745137,0.19670671680000001,20
0.013115092629262928,1.4094958752838447e-05,0.0021496406907908563,0.2622756224,20
0.01639386578657866,2.466617781746728e-05,0.0032244610361862845,0.327844528,20
0.019672638943894392,3.946588450794765e-05,0.004514245450660798,0.39341343360000003,20
0.022951412101210125,5.919882676192147e-05,0.006018993934214397,0.45898233920000003,20
0.026230185258525857,8.456975251703067e-05,0.0077387064868470815,0.5245512448,20
0.02950895841584159,0.00011628340971091717,0.009673383108558852,0.5901201504,20
0.03278773157315732,0.00015504454628122288,0.011823023799349706,0.6556890559999999,20
0.036066504730473056,0.00020155791016558973,0.014187628559219647,0.7212579615999999,20
0.039345277887788785,0.0002565282493016597,0.016767197388168675,0.7868268671999998,20
0.042624051045104513,0.0003206603116270746,0.019561730286196788,0.8523957727999998,20
0.04590282420242025,0.0003946588450794764,0.022571227253303985,0.9179646783999997,20
0.049181597359735985,0.00047922859759650706,0.02579568828949027,0.9835335839999997,20
0.05246037051705171,0.0005750743171158085,0.029235113394755638,1.0491024895999996,20
0.05573914367436744,0.0006829007515750226,0.032889502569100094,1.1146713951999996,20
0.05901791683168318,0.0008034126489117913,0.03675885581252363,1.1802403007999995,20
0.06229668998899891,0.0009373147570637565,0.04084317312502626,1.2458092063999995,20
0.06557546314631464,0.00108531182396856,0.04514245450660797,1.3113781119999994,20
0.06885423630363037,0.001248108597563844,0.04965669995726876,1.3769470175999994,20
0.07213300946094611,0.0014264098257872502,0.054385909477008644,1.4425159231999993,20
0.07541178261826184,0.0016209202565764208,0.05933008306582761,1.5080848287999993,20
0.07869055577557757,0.0018323446378689973,0.06448922072372566,1.5736537343999992,20
0.0819693289328933,0.002061387717602622,0.0698633224507028,1.6392226399999992,20
0.08524810209020903,0.0023087542437149364,0.07545238824675903,1.7047915455999991,20
0.08852687524752477,0.002575148964143583,0.08125641811189434,1.770360451199999,20
0.0918056484048405,0.002861276626826203,0.08727541204610872,1.835929356799999,20
0.09508442156215623,0.003167841979700439,0.0935093700494022,1.901498262399999,20
